x_c,y_c,z_c,theta_neck_pan_cmd_tminus1,theta_lower_tilt_cmd_tminus1,theta_upper_tilt_cmd_tminus1,theta_left_pan_cmd_tminus1,theta_tilt_cmd_tminus1
-0.39836682820782965,-0.29006578999016985,1.006827614427928,0.0,0.0,0.0,-14,15
-0.3301930717868783,-0.2906898704733208,1.006905622211059,0.0,0.0,0.0,-12,15
-0.2641201934927909,-0.29167327915876795,1.006986299511436,0.0,0.0,0.0,-10,15
-0.2229584017461197,-0.29342844414296376,1.007051871573007,0.0,0.0,0.0,-8,15
-0.17641876635436704,-0.2954221348635005,1.0071261341591444,0.0,0.0,0.0,-6,15
-0.10950343597210399,-0.29461116726308256,1.0071836239321168,0.0,0.0,0.0,-4,15
-0.056606066944600575,-0.2964626116975549,1.0072624749748798,0.0,0.0,0.0,-2,15
-0.009579807386242756,-0.29768929939299243,1.007326955340532,0.0,0.0,0.0,0,15
0.05028943023047128,-0.2978286737917374,1.007389983514367,0.0,0.0,0.0,2,15
0.10076697321235595,-0.29860085831609895,1.0074518983583647,0.0,0.0,0.0,4,15
0.15514890996808406,-0.29921066323410733,1.0075156255883944,0.0,0.0,0.0,6,15
0.2102183065130021,-0.29941858015402245,1.0075746690188743,0.0,0.0,0.0,8,15
0.2683056087247975,-0.29982068658539024,1.0076393979531828,0.0,0.0,0.0,10,15
0.31572087587409947,-0.3002454100757503,1.0076935278286385,0.0,0.0,0.0,12,15
0.3771251762775121,-0.3004982352671968,1.0077596446302253,0.0,0.0,0.0,14,15
-0.3966708391981768,-0.29001804120222036,1.0068287070629969,0.0,0.0,0.0,-14,15
-0.3270422358782138,-0.29049007719683334,1.0069061633729206,0.0,0.0,0.0,-12,15
-0.2633787053230967,-0.2915390046146371,1.00698525744827,0.0,0.0,0.0,-10,15
-0.21918136762351614,-0.29327656182397244,1.0070536945370985,0.0,0.0,0.0,-8,15
-0.17613759570880738,-0.29534533166997184,1.0071253920802958,0.0,0.0,0.0,-6,15
-0.11022542994096185,-0.29483911667711116,1.0071859413360615,0.0,0.0,0.0,-4,15
-0.05668744351930999,-0.29664154907711493,1.0072647899538008,0.0,0.0,0.0,-2,15
-0.007974541200276075,-0.29769292836049954,1.0073286438586495,0.0,0.0,0.0,0,15
0.04995361752882199,-0.2979666621506782,1.00739148977354,0.0,0.0,0.0,2,15
0.10146488812335952,-0.29859092422073996,1.0074524781871474,0.0,0.0,0.0,4,15
0.15520635912830305,-0.299335715478623,1.007517360220708,0.0,0.0,0.0,6,15
0.2119211413537232,-0.299603384093688,1.0075788853081085,0.0,0.0,0.0,8,15
0.2672624676942774,-0.29987912271244316,1.0076391154756148,0.0,0.0,0.0,10,15
0.3161259768825653,-0.3004263144023332,1.0076963661366949,0.0,0.0,0.0,12,15
0.37837216535178175,-0.3005108631814937,1.007761087748644,0.0,0.0,0.0,14,15
-0.3974621543526303,-0.2899081923525174,1.0068264264944553,0.0,0.0,0.0,-14,15
-0.33029405359581787,-0.2904424580559217,1.0069022032420627,0.0,0.0,0.0,-12,15
-0.2624707534554933,-0.29156068518159545,1.0069864755415565,0.0,0.0,0.0,-10,15
-0.21865433026021586,-0.2934229572150042,1.0070561949238703,0.0,0.0,0.0,-8,15
-0.17380837259093918,-0.29525365855600794,1.0071265429330678,0.0,0.0,0.0,-6,15
-0.10988215050417538,-0.2948869725275042,1.0071869333799839,0.0,0.0,0.0,-4,15
-0.057233813363251396,-0.2964782193639329,1.0072620428646657,0.0,0.0,0.0,-2,15
-0.007769072778571751,-0.2975207931674656,1.0073265468101311,0.0,0.0,0.0,0,15
0.05003155704418849,-0.297818586621972,1.0073895848925134,0.0,0.0,0.0,2,15
0.10130848984147534,-0.2986783740056031,1.0074534904141228,0.0,0.0,0.0,4,15
0.1548872167058324,-0.29941797487897254,1.0075181366327661,0.0,0.0,0.0,6,15
0.2105754005599687,-0.2995574943494998,1.0075768955349653,0.0,0.0,0.0,8,15
0.2690308819185967,-0.2997661955574289,1.0076394085803013,0.0,0.0,0.0,10,15
0.3145665458378142,-0.3004004459064708,1.0076944263890162,0.0,0.0,0.0,12,15
0.37904080410322805,-0.30047368127069807,1.0077612724960034,0.0,0.0,0.0,14,15
-0.3969208576737582,-0.2900384207103277,1.006828724778219,0.0,0.0,0.0,-14,15
-0.3274980288150169,-0.2904269182381546,1.0069048512976697,0.0,0.0,0.0,-12,15
-0.26611770226917897,-0.29204163809522105,1.0069891956566093,0.0,0.0,0.0,-10,15
-0.21927436478065265,-0.2932578739463518,1.0070533490804527,0.0,0.0,0.0,-8,15
-0.17425193319352017,-0.2953321638425064,1.0071271419314793,0.0,0.0,0.0,-6,15
-0.1097539793789779,-0.2948452588871646,1.0071865052708047,0.0,0.0,0.0,-4,15
-0.0556558235163368,-0.29647638854983827,1.007263630346509,0.0,0.0,0.0,-2,15
-0.007712986950243028,-0.2976322075205716,1.0073280972753347,0.0,0.0,0.0,0,15
0.05083866644335244,-0.2979053675994579,1.0073915724413565,0.0,0.0,0.0,2,15
0.10069646113236419,-0.2986796832338916,1.0074528827335678,0.0,0.0,0.0,4,15
0.15561577978553043,-0.2991369436596606,1.0075151145397359,0.0,0.0,0.0,6,15
0.2105313025684068,-0.29941401820619457,1.007574927625507,0.0,0.0,0.0,8,15
0.2686935307805345,-0.2997806055486912,1.0076392570763968,0.0,0.0,0.0,10,15
0.3168667743415019,-0.300466428081544,1.0076976605106829,0.0,0.0,0.0,12,15
0.37990525033253064,-0.30067201674596267,1.0077648136662414,0.0,0.0,0.0,14,15
-0.39770905329281114,-0.2899498286471592,1.0068267322789364,0.0,0.0,0.0,-14,15
-0.3289710155993929,-0.29042149154867475,1.0069032738185009,0.0,0.0,0.0,-12,15
-0.2638151147050629,-0.291531543702238,1.0069847116371637,0.0,0.0,0.0,-10,15
-0.22002876112520486,-0.29335291888792137,1.0070538522037995,0.0,0.0,0.0,-8,15
-0.17519717530936907,-0.2953782015153675,1.007126793300463,0.0,0.0,0.0,-6,15
-0.1092163624632898,-0.2946466941844774,1.0071843933263354,0.0,0.0,0.0,-4,15
-0.05697216418682283,-0.29647995476422095,1.0072623334139152,0.0,0.0,0.0,-2,15
-0.008837084138465956,-0.2977447872137795,1.007328457725359,0.0,0.0,0.0,0,15
0.05080118065023109,-0.297784445085482,1.0073899135493634,0.0,0.0,0.0,2,15
0.10057504093137881,-0.29869470378157664,1.0074529599996802,0.0,0.0,0.0,4,15
0.15608059448190303,-0.2992485911758973,1.0075170856726614,0.0,0.0,0.0,6,15
0.21067918495484195,-0.29946336649010746,1.0075757400602734,0.0,0.0,0.0,8,15
0.26686996215018355,-0.2997762054248596,1.0076373352132622,0.0,0.0,0.0,10,15
0.31634512007392024,-0.30037833661800895,1.0076959470095816,0.0,0.0,0.0,12,15
0.3789119452575671,-0.3005828009591938,1.007762603275316,0.0,0.0,0.0,14,15
-0.3956392446077682,-0.2600256021813863,1.0064278036475844,0.0,0.0,0.0,-14,10
-0.3302842750367838,-0.26073764862275106,1.0065041107739126,0.0,0.0,0.0,-12,10
-0.26600407769029144,-0.2613752275919075,1.0065783219415896,0.0,0.0,0.0,-10,10
-0.21901452504497998,-0.2628521905944026,1.0066461189866471,0.0,0.0,0.0,-8,10
-0.17348010273882464,-0.26521357651760386,1.0067242825166287,0.0,0.0,0.0,-6,10
-0.10814737834305244,-0.2653308922839334,1.0067925963655686,0.0,0.0,0.0,-4,10
-0.05518224704621122,-0.2665716143508973,1.0068633317594393,0.0,0.0,0.0,-2,10
-0.007468842245930363,-0.26840578908399504,1.0069366556009212,0.0,0.0,0.0,0,10
0.050540887242996435,-0.26856436000088035,1.0069980414381936,0.0,0.0,0.0,2,10
0.10138252396374048,-0.26941407642439846,1.0070613673062732,0.0,0.0,0.0,4,10
0.15608877634689922,-0.2698205898879872,1.0071227013431163,0.0,0.0,0.0,6,10
0.2108916073274203,-0.27020263232169023,1.007183806081631,0.0,0.0,0.0,8,10
0.2682317089908399,-0.2706484184389861,1.0072483570955175,0.0,0.0,0.0,10,10
0.31600447156171274,-0.2713879770311448,1.0073070715807992,0.0,0.0,0.0,12,10
0.3783654255049307,-0.27179686056482266,1.0073762571521874,0.0,0.0,0.0,14,10
-0.3962698710613489,-0.2600511401268183,1.0064275016803617,0.0,0.0,0.0,-14,10
-0.33008165173192117,-0.2608267868261841,1.0065055123926834,0.0,0.0,0.0,-12,10
-0.26410595873114506,-0.2612589619700003,1.0065787028060458,0.0,0.0,0.0,-10,10
-0.22069827438394973,-0.2627368047573729,1.0066428525326265,0.0,0.0,0.0,-8,10
-0.17254242111319784,-0.26512439247658576,1.0067240451785222,0.0,0.0,0.0,-6,10
-0.10704479307139758,-0.2651608464029451,1.0067914437805918,0.0,0.0,0.0,-4,10
-0.05573893592054735,-0.2664430738324301,1.0068610403718994,0.0,0.0,0.0,-2,10
-0.007016860765489463,-0.2683107626471808,1.0069358437893003,0.0,0.0,0.0,0,10
0.05035773237652519,-0.26863610194044485,1.00699881581579,0.0,0.0,0.0,2,10
0.10077975793166738,-0.26935608402360345,1.0070599743304989,0.0,0.0,0.0,4,10
0.15513550435373857,-0.27000606313093756,1.007124213218009,0.0,0.0,0.0,6,10
0.21120077228409362,-0.2703813997610661,1.0071865177463657,0.0,0.0,0.0,8,10
0.2677906849318068,-0.27064384055626817,1.0072478452084492,0.0,0.0,0.0,10,10
0.31619926566853085,-0.2713471418941855,1.0073067233049504,0.0,0.0,0.0,12,10
0.3793751343488294,-0.27179273470940424,1.0073772333403255,0.0,0.0,0.0,14,10
-0.3959502539415398,-0.25997015537309404,1.0064267428359917,0.0,0.0,0.0,-14,10
-0.32739180146613067,-0.260593444444214,1.0065051330044688,0.0,0.0,0.0,-12,10
-0.26400539336396567,-0.26141721276325636,1.0065809264097307,0.0,0.0,0.0,-10,10
-0.21890249489382152,-0.26282261291159165,1.006645837033954,0.0,0.0,0.0,-8,10
-0.17088130674596902,-0.2647252997788835,1.0067203934923585,0.0,0.0,0.0,-6,10
-0.1089807543809842,-0.2654448304720818,1.0067932720124697,0.0,0.0,0.0,-4,10
-0.057752318005699466,-0.2664206524016011,1.0068586830813797,0.0,0.0,0.0,-2,10
-0.007200829724023805,-0.2681980070259846,1.0069341447076257,0.0,0.0,0.0,0,10
0.0516135114826779,-0.26842612165264346,1.0069972845291484,0.0,0.0,0.0,2,10
0.10083478252784284,-0.2692016946771701,1.0070579614229176,0.0,0.0,0.0,4,10
0.15427700323985616,-0.2699195243612376,1.0071221764152747,0.0,0.0,0.0,6,10
0.21215678128703508,-0.2703607067716328,1.0071872170447054,0.0,0.0,0.0,8,10
0.2678433982943411,-0.27067188704669204,1.0072482749362908,0.0,0.0,0.0,10,10
0.31648778115850185,-0.27136889193678,1.0073073095351646,0.0,0.0,0.0,12,10
0.37794631041721427,-0.27180177557650276,1.007375894869869,0.0,0.0,0.0,14,10
-0.39629901684613544,-0.2599509132603158,1.0064261286703178,0.0,0.0,0.0,-14,10
-0.32999098805353355,-0.26044469388454305,1.0065004842198582,0.0,0.0,0.0,-12,10
-0.26656407239224567,-0.2601496156164142,1.0065613242769145,0.0,0.0,0.0,-10,10
-0.22173230740545768,-0.2612134400111931,1.0066213801386419,0.0,0.0,0.0,-8,10
-0.16997865142753377,-0.2647281056310458,1.0067213532168395,0.0,0.0,0.0,-6,10
-0.10742369382807126,-0.2653849091042895,1.0067940595868246,0.0,0.0,0.0,-4,10
-0.05705488383579049,-0.2665463306081521,1.0068610798887403,0.0,0.0,0.0,-2,10
-0.007413683590667519,-0.2682895234532187,1.0069351537625322,0.0,0.0,0.0,0,10
0.05091739480840629,-0.2684569352640579,1.0069969863636714,0.0,0.0,0.0,2,10
0.10090302510684857,-0.26938773671967203,1.0070605244638053,0.0,0.0,0.0,4,10
0.15414076747368477,-0.26987815512964763,1.007121482813165,0.0,0.0,0.0,6,10
0.20962883405088362,-0.2704144750365381,1.0071853551834364,0.0,0.0,0.0,8,10
0.26710230536243973,-0.2707684505978996,1.0072488120022658,0.0,0.0,0.0,10,10
0.31599325803639156,-0.27134474369208933,1.0073064807142855,0.0,0.0,0.0,12,10
0.3787705281124276,-0.2719108879759267,1.0073781991806046,0.0,0.0,0.0,14,10
-0.39851374630069825,-0.2597419109943943,1.0064210651429157,0.0,0.0,0.0,-14,10
-0.3286503335769232,-0.26069014582103994,1.0065051433201067,0.0,0.0,0.0,-12,10
-0.26543809705296195,-0.2613727890017428,1.0065788674454166,0.0,0.0,0.0,-10,10
-0.21943570985404304,-0.2627650467298303,1.0066445208212493,0.0,0.0,0.0,-8,10
-0.16990236885416798,-0.26465698617415684,1.0067204780047914,0.0,0.0,0.0,-6,10
-0.10823461689060332,-0.2651702934257666,1.0067903549074333,0.0,0.0,0.0,-4,10
-0.05561183544811732,-0.2663886640245789,1.00686044101554,0.0,0.0,0.0,-2,10
-0.00772819703910943,-0.2682093930188718,1.006933758562466,0.0,0.0,0.0,0,10
0.05128496056020038,-0.26858634559990574,1.0069990962070046,0.0,0.0,0.0,2,10
0.10162245621893073,-0.26934160076424557,1.0070606410971497,0.0,0.0,0.0,4,10
0.15446696615148903,-0.2698882267440764,1.0071219510254399,0.0,0.0,0.0,6,10
0.2111380311809663,-0.27042966256573087,1.0071871004681214,0.0,0.0,0.0,8,10
0.26754544799051216,-0.27072389722395773,1.0072486675988002,0.0,0.0,0.0,10,10
0.31704095489858375,-0.27131477839532764,1.0073071494106562,0.0,0.0,0.0,12,10
0.3779639666287469,-0.27179095313182083,1.0073757678649329,0.0,0.0,0.0,14,10
-0.39699221355375836,-0.22651436391089616,1.0059773054649526,0.0,0.0,0.0,-14,5
-0.32816540770128944,-0.2279185607097498,1.0060664354623028,0.0,0.0,0.0,-12,5
-0.26381673961596686,-0.229355301744258,1.006151426909629,0.0,0.0,0.0,-10,5
-0.21987609750105186,-0.2310043071733946,1.0062184150005846,0.0,0.0,0.0,-8,5
-0.1629845593785043,-0.23301392866187098,1.0063034662259274,0.0,0.0,0.0,-6,5
-0.1067958074147376,-0.23449091459609717,1.0063806611532926,0.0,0.0,0.0,-4,5
-0.05500561527376324,-0.235439153378246,1.006446276423879,0.0,0.0,0.0,-2,5
-0.0069028323717574835,-0.2372291095311647,1.0065194054248565,0.0,0.0,0.0,0,5
0.053452008557315356,-0.23671159271645498,1.0065741260486543,0.0,0.0,0.0,2,5
0.10231709962302804,-0.23783687491280536,1.0066391258674763,0.0,0.0,0.0,4,5
0.15721941053609978,-0.23856834690793371,1.0067050152696848,0.0,0.0,0.0,6,5
0.21168139723081825,-0.23905939974342796,1.0067672327660673,0.0,0.0,0.0,8,5
0.2664985510557083,-0.2393972118197445,1.0068277593631227,0.0,0.0,0.0,10,5
0.3168958019672512,-0.24009573507370036,1.0068886049787176,0.0,0.0,0.0,12,5
0.3778585096875071,-0.24079427087368124,1.0069602440575114,0.0,0.0,0.0,14,5
-0.39639269692765344,-0.22723315433112462,1.0059875511051968,0.0,0.0,0.0,-14,5
-0.3305974586786101,-0.22795593655930813,1.0060644518748636,0.0,0.0,0.0,-12,5
-0.2657874899845173,-0.22885864135681003,1.0061427574419848,0.0,0.0,0.0,-10,5
-0.22011344014508505,-0.23128118076230214,1.006221883186581,0.0,0.0,0.0,-8,5
-0.1638235186126593,-0.23317068153474038,1.0063047099696225,0.0,0.0,0.0,-6,5
-0.10633987827552549,-0.23425967973903639,1.006378027915624,0.0,0.0,0.0,-4,5
-0.054876215040037035,-0.23558439419695149,1.006448355125172,0.0,0.0,0.0,-2,5
-0.006393867398415409,-0.2371337011481979,1.006518646706722,0.0,0.0,0.0,0,5
0.052639041697128075,-0.23698902302834057,1.006577013658591,0.0,0.0,0.0,2,5
0.10318994951390481,-0.23764053244613664,1.0066373861673987,0.0,0.0,0.0,4,5
0.1556263679381964,-0.2386790557911051,1.0067048715892422,0.0,0.0,0.0,6,5
0.21276276533111882,-0.23894825185776508,1.0067668478545433,0.0,0.0,0.0,8,5
0.26806254120306416,-0.2394450070233498,1.0068299976289237,0.0,0.0,0.0,10,5
0.31728003637004587,-0.24021864424793524,1.0068906447218904,0.0,0.0,0.0,12,5
0.3803679573042984,-0.24062104385940355,1.0069604860396917,0.0,0.0,0.0,14,5
-0.39659249174071065,-0.22630473868192866,1.0059749044190962,0.0,0.0,0.0,-14,5
-0.3292620589386287,-0.22710413000123975,1.0060544002003728,0.0,0.0,0.0,-12,5
-0.2647354355666639,-0.22912929356634326,1.0061474594515463,0.0,0.0,0.0,-10,5
-0.2229044351468631,-0.23061613475095305,1.0062101190899766,0.0,0.0,0.0,-8,5
-0.1628232446529433,-0.23292304766284994,1.0063024130364455,0.0,0.0,0.0,-6,5
-0.10757226497530625,-0.23431790077827203,1.0063775492288116,0.0,0.0,0.0,-4,5
-0.054843647634829185,-0.23571613625229607,1.006450153995699,0.0,0.0,0.0,-2,5
-0.005745737701590592,-0.23700916362564448,1.006517639766964,0.0,0.0,0.0,0,5
0.05270414794900247,-0.23671902304998402,1.0065734616418245,0.0,0.0,0.0,2,5
0.10264796772408524,-0.23754552299407217,1.006635559185867,0.0,0.0,0.0,4,5
0.1572602777838874,-0.2385147038513301,1.0067043380964933,0.0,0.0,0.0,6,5
0.21115471227755345,-0.23876962205008234,1.0067628111364393,0.0,0.0,0.0,8,5
0.2688761537753439,-0.23944247800366644,1.0068307948927997,0.0,0.0,0.0,10,5
0.3172130669193862,-0.24005531574744463,1.006888387387406,0.0,0.0,0.0,12,5
0.3789453112214063,-0.2405722770560708,1.0069583791446282,0.0,0.0,0.0,14,5
-0.3968922177986838,-0.22673860059941026,1.0059804128266039,0.0,0.0,0.0,-14,5
-0.328958339664427,-0.2280153327992928,1.0060669223661876,0.0,0.0,0.0,-12,5
-0.26418248538361466,-0.22935180650111742,1.0061510064336714,0.0,0.0,0.0,-10,5
-0.21870550208880624,-0.23015194085265264,1.0062081874659383,0.0,0.0,0.0,-8,5
-0.16166645174438632,-0.23267092046332305,1.0063002157780967,0.0,0.0,0.0,-6,5
-0.10662676635920953,-0.2341240670274069,1.0063759173657802,0.0,0.0,0.0,-4,5
-0.05557824191130101,-0.23527424348827314,1.006443481334282,0.0,0.0,0.0,-2,5
-0.005483382570211637,-0.23705624225604574,1.0065185387252276,0.0,0.0,0.0,0,5
0.053430015900014505,-0.23664161249838886,1.0065731657101493,0.0,0.0,0.0,2,5
0.10262588016991625,-0.23789800153311677,1.006640260522793,0.0,0.0,0.0,4,5
0.15695670634965864,-0.23854279853913218,1.0067044045023916,0.0,0.0,0.0,6,5
0.2112733208773554,-0.23890104901434014,1.006764693680756,0.0,0.0,0.0,8,5
0.2674779357731465,-0.23943685955615707,1.0068292912248284,0.0,0.0,0.0,10,5
0.3182997990622234,-0.2401384611122459,1.0068906118645928,0.0,0.0,0.0,12,5
0.38031729860979513,-0.24058493669131145,1.0069599503820035,0.0,0.0,0.0,14,5
-0.3954299009914424,-0.2272715853569306,1.0059890497140949,0.0,0.0,0.0,-14,5
-0.32676356033798204,-0.22787078133581087,1.006067227202811,0.0,0.0,0.0,-12,5
-0.26413231364029466,-0.22947302552691193,1.0061526822590179,0.0,0.0,0.0,-10,5
-0.21887709261938504,-0.2302147579576874,1.006208854047037,0.0,0.0,0.0,-8,5
-0.16086141464363823,-0.23276130674692175,1.006302249528096,0.0,0.0,0.0,-6,5
-0.10576944991434412,-0.2341831699601877,1.006377585264504,0.0,0.0,0.0,-4,5
-0.055389506349962425,-0.23557128255279353,1.0064476550433805,0.0,0.0,0.0,-2,5
-0.006095126218516933,-0.23694576910868015,1.0065164332337446,0.0,0.0,0.0,0,5
0.05295508350623712,-0.23684845641007954,1.0065754526484672,0.0,0.0,0.0,2,5
0.10235072554461122,-0.23776635503471774,1.006638215114436,0.0,0.0,0.0,4,5
0.1563729391222135,-0.23847099597778476,1.0067028458519989,0.0,0.0,0.0,6,5
0.212250571005421,-0.23888932583810502,1.006765534891288,0.0,0.0,0.0,8,5
0.2684857955809514,-0.2392426320333922,1.0068277177904608,0.0,0.0,0.0,10,5
0.31697283990042635,-0.2400582735291362,1.0068881816200748,0.0,0.0,0.0,12,5
0.3781865219354943,-0.24066190542922158,1.0069588051877072,0.0,0.0,0.0,14,5
